ticket_id,customer_id,subject,description,category,priority,channel,status,created_at
428,1472,Refund status not updated,I cancelled the subscription within the trial period but have still been charged. This is affecting my work.,Refund Requests,High,chat,in_progress,2026-03-04T21:08:31.800184+00:00
429,6148,Request refund for duplicate payment,I cancelled the subscription within the trial period but have still been charged. I have already contacted support once.,Refund Requests,Low,email,resolved,2026-03-29T19:39:31.800184+00:00
430,9504,Trial period expired early,The free trial expired earlier than expected and I cannot access premium features. This issue is blocking my team.,Subscription Issues,Low,email,in_progress,2025-12-15T06:28:31.800184+00:00
431,3435,Upgrade monthly plan,My plan seems to have changed without my confirmation. Please resolve this as soon as possible.,Subscription Issues,Medium,email,open,2025-12-22T04:52:31.800184+00:00
432,9055,Upgrade monthly plan,The free trial expired earlier than expected and I cannot access premium features. I have already contacted support once.,Subscription Issues,High,phone,open,2026-04-23T15:27:31.800184+00:00
433,7607,Add another team member,I want to update the email address linked to my customer account. This issue is blocking my team.,Account Management,Low,chat,open,2025-12-22T05:05:31.800184+00:00
434,6178,Cancel purchase and refund,"My refund request was approved last week, but the amount has not reached my bank account. I have already contacted support once.",Refund Requests,Low,email,in_progress,2026-01-28T02:45:31.800184+00:00
435,1002,Cancel my subscription,I want to cancel my monthly subscription before the next billing cycle. I have already contacted support once.,Subscription Issues,Medium,email,resolved,2026-01-12T23:16:31.800184+00:00
436,6584,Error while uploading file,The export feature is not working and the downloaded file is empty. This issue is blocking my team.,Technical Support,Medium,phone,open,2025-12-15T02:26:31.800184+00:00
437,6952,Two factor authentication problem,My account is locked because I entered the wrong password several times. This issue is blocking my team.,Login Problems,High,web_portal,open,2026-01-02T01:52:31.800184+00:00
438,9973,Card was charged twice,"I tried to pay for my order, but the payment failed even though my card details are correct. Please resolve this as soon as possible.",Payment Issues,Medium,phone,resolved,2025-12-24T08:03:31.800184+00:00
439,5166,Payment failed during checkout,My credit card was charged two times for the same subscription renewal. I have already contacted support once.,Payment Issues,Low,chat,open,2026-02-20T14:21:31.800184+00:00
440,2765,Unable to complete payment,My credit card was charged two times for the same subscription renewal. I have already contacted support once.,Payment Issues,High,web_portal,open,2026-04-17T06:28:31.800184+00:00
441,3205,Trial period expired early,I want to cancel my monthly subscription before the next billing cycle. I have already contacted support once.,Subscription Issues,Medium,web_portal,open,2026-01-05T00:48:31.800184+00:00
442,3903,Application keeps crashing,The export feature is not working and the downloaded file is empty. I have already contacted support once.,Technical Support,High,chat,resolved,2026-02-01T00:39:31.800184+00:00
443,7302,Cannot login to my account,The two factor authentication code is not arriving on my phone. This issue is blocking my team.,Login Problems,Medium,web_portal,resolved,2026-03-14T00:48:31.800184+00:00
444,3185,Upgrade monthly plan,My subscription renewal failed even though my payment method is active. I have already contacted support once.,Subscription Issues,High,chat,in_progress,2026-03-21T02:33:31.800184+00:00
445,4560,Feature not working after update,I am getting an error while uploading a CSV file to the platform. This issue is blocking my team.,Technical Support,High,chat,open,2026-01-13T20:25:31.800184+00:00
446,9255,Error while uploading file,I am getting an error while uploading a CSV file to the platform. This is affecting my work.,Technical Support,High,phone,resolved,2025-12-20T11:56:31.800184+00:00
447,9747,Invoice amount looks incorrect,I cannot add a new payment method because the checkout page keeps rejecting my card. I have already contacted support once.,Payment Issues,Medium,phone,in_progress,2025-12-16T03:46:31.800184+00:00
448,1927,Bank transaction succeeded but order failed,"I tried to pay for my order, but the payment failed even though my card details are correct.",Payment Issues,Medium,chat,in_progress,2026-05-21T19:08:31.800184+00:00
449,4342,Account locked after many attempts,My account is locked because I entered the wrong password several times. This is affecting my work.,Login Problems,High,email,in_progress,2025-12-10T07:56:31.800184+00:00
450,7371,Request refund for duplicate payment,"My refund request was approved last week, but the amount has not reached my bank account. This issue is blocking my team.",Refund Requests,High,chat,resolved,2025-12-20T22:51:31.800184+00:00
451,1881,Subscription renewal problem,I want to cancel my monthly subscription before the next billing cycle. I have already contacted support once.,Subscription Issues,Medium,email,resolved,2025-12-11T07:20:31.800184+00:00
452,7025,Change company profile details,The billing contact has changed and I need the account details updated. I have already contacted support once.,Account Management,Medium,chat,resolved,2025-12-23T19:54:31.800184+00:00
453,3847,Account locked after many attempts,The two factor authentication code is not arriving on my phone. This is affecting my work.,Login Problems,High,email,in_progress,2026-05-16T11:38:31.800184+00:00
454,5178,Unable to complete payment,The invoice shows a higher amount than expected for my monthly plan. This issue is blocking my team.,Payment Issues,Medium,email,in_progress,2026-04-23T22:04:31.800184+00:00
455,5934,Refund needed for cancelled order,"I was charged for an order that I cancelled, so I need a refund. This is affecting my work.",Refund Requests,High,web_portal,resolved,2026-01-03T16:16:31.800184+00:00
456,2117,Error while uploading file,The application crashes every time I open the reports page. Please resolve this as soon as possible.,Technical Support,Medium,chat,in_progress,2026-04-18T00:14:31.800184+00:00
457,6437,Feature not working after update,Our API integration started failing with timeout errors after the latest update.,Technical Support,Medium,phone,in_progress,2026-04-10T19:22:31.800184+00:00
458,1144,Change company profile details,The billing contact has changed and I need the account details updated. This issue is blocking my team.,Account Management,Low,email,resolved,2026-01-11T19:51:31.800184+00:00
459,6258,Remove old phone number,Please help me change the company name and profile information in my account. This issue is blocking my team.,Account Management,High,web_portal,open,2026-04-03T16:39:31.800184+00:00
460,9426,Money back for failed service,"My refund request was approved last week, but the amount has not reached my bank account. Please resolve this as soon as possible.",Refund Requests,Low,web_portal,in_progress,2026-01-23T05:13:31.800184+00:00
461,9814,Invoice amount looks incorrect,My credit card was charged two times for the same subscription renewal. Please resolve this as soon as possible.,Payment Issues,Medium,email,resolved,2026-05-11T12:18:31.800184+00:00
462,8130,Card was charged twice,My credit card was charged two times for the same subscription renewal. I have already contacted support once.,Payment Issues,High,email,resolved,2026-04-12T23:39:31.800184+00:00
463,2200,Upgrade monthly plan,I want to cancel my monthly subscription before the next billing cycle. I have already contacted support once.,Subscription Issues,Medium,email,open,2026-05-26T15:01:31.800184+00:00
464,7357,Update billing contact,I want to update the email address linked to my customer account. This issue is blocking my team.,Account Management,Medium,web_portal,resolved,2026-03-30T04:06:31.800184+00:00
465,1096,Cancel purchase and refund,The service did not work as promised and I would like my money back.,Refund Requests,Medium,email,resolved,2026-05-04T23:45:31.800184+00:00
